Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Casa en condominio;Ate;4;4;4;600;17000.0;1800.0;2200.0;28.33;Casa
Casa en condominio;Villa El Salvador;3;2;1;160;3000.0;;;18.75;Casa
Casa en condominio;Ate;5;0;5;900;20000.0;1324.0;16000.0;22.22;Casa
Casa en condominio;Callao;4;1;4;253;3600.0;805.0;239.0;14.23;Casa
Casa en condominio;Ate;4;5;4;325;8009.0;600.0;;24.64;Casa
Casa en condominio;Ate;4;2;2;210;5000.0;970.0;;23.81;Casa
Casa en condominio;Ate;6;3;3;430;7500.0;150.0;1000.0;17.44;Casa
Casa en condominio;Jesús María;3;2;3;224;4500.0;1622.0;418.0;20.09;Casa
Casa en condominio;Ate;4;0;4;1000;25000.0;2500.0;25000.0;25.0;Casa
Casa en condominio;Ate;5;5;5;580;15000.0;820.0;10674.0;25.86;Casa
Casa en condominio;Ate;4;4;2;400;7500.0;1145.0;750.0;18.75;Casa
Casa en condominio;Villa El Salvador;3;1;1;100;2000.0;200.0;1.0;20.0;Casa
Casa en condominio;Ate;4;10;0;771;25000.0;1550.0;147.0;32.43;Casa
Casa en condominio;Lince;3;3;0;150;3000.0;50.0;71.0;20.0;Casa
Casa en condominio;Ate;4;4;0;365;10000.0;1207.0;1197.0;27.4;Casa
Casa en condominio;Ate;5;4;4;400;7000.0;811.0;;17.5;Casa
Casa en condominio;Punta Hermosa;4;4;4;640;28000.0;2400.0;1300.0;43.75;Casa
Casa en condominio;Ate;5;4;5;900;21000.0;1300.0;1600.0;23.33;Casa
Casa en condominio;Ate;5;5;2;400;12500.0;1907.0;;31.25;Casa
Casa en condominio;Pucusana;4;3;2;300;10000.0;1630.0;650.0;33.33;Casa
Casa en condominio;Ate;4;0;4;320;7000.0;500.0;1200.0;21.88;Casa
Casa en condominio;Jesús María;8;4;5;965;20000.0;2200.0;1600.0;20.73;Casa
Casa en condominio;Jesús María;3;2;3;220;5000.0;1500.0;3800.0;22.73;Casa
Casa en condominio;Ate;4;2;4;266;9000.0;1500.0;;33.83;Casa
Casa en condominio;Ate;4;8;4;423;8000.0;1000.0;1200.0;18.91;Casa
Casa en condominio;Jesús María;4;3;2;245;4500.0;1135.0;398.0;18.37;Casa
Casa en condominio;Ate;4;2;4;240;10000.0;1200.0;600.0;41.67;Casa
Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0;16.43;Casa
Casa en condominio;Villa El Salvador;3;1;2;130;2150.0;570.0;27.0;16.54;Casa
Casa en condominio;Punta Hermosa;5;4;5;1100;23000.0;2450.0;;20.91;Casa
Casa en condominio;Ate;4;0;3;600;9800.0;2333.0;;16.33;Casa
Casa en condominio;Ate;5;5;2;420;8500.0;850.0;;20.24;Casa
Casa en condominio;Ate;5;4;4;622;10000.0;1380.0;1500.0;16.08;Casa
Casa en condominio;Ate;4;2;4;351;15000.0;1900.0;11587.0;42.74;Casa
Casa en condominio;Jesús María;4;2;3;185;2400.0;880.0;334.0;12.97;Casa
Casa en condominio;Lince;3;3;2;192;1400.0;;;7.29;Casa
Casa en condominio;Ate;4;2;1;240;12000.0;1605.0;525.0;50.0;Casa
Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1500.0;22.22;Casa
Casa en condominio;Jesús María;4;2;4;197;4000.0;960.0;353.0;20.3;Casa
Casa en condominio;Ate;5;4;5;300;17000.0;750.0;7500.0;56.67;Casa
Casa en condominio;Callao;4;2;1;140;2500.0;1200.0;;17.86;Casa
Casa en condominio;Villa María del Triunfo;3;2;1;200;4500.0;160.0;;22.5;Casa
Casa en condominio;Lince;2;1;0;74;1500.0;360.0;;20.27;Casa
Casa en condominio;Ate;5;4;5;450;12000.0;510.0;660.0;26.67;Casa
Casa en condominio;Rímac;4;2;4;400;25000.0;3500.0;20000.0;62.5;Casa
Casa en condominio;Carabayllo;2;1;0;69;1900.0;400.0;49.0;27.54;Casa
Casa en condominio;Ate;4;0;4;300;12200.0;1200.0;350.0;40.67;Casa
Casa en condominio;Jesús María;6;9;6;1280;17000.0;1500.0;14000.0;13.28;Casa
Casa en condominio;Ate;4;3;2;300;5900.0;530.0;4000.0;19.67;Casa
Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0;23.53;Casa
Casa en condominio;Ate;4;3;4;298;14000.0;1490.0;505.0;46.98;Casa
Casa en condominio;Callao;4;2;2;610;4500.0;930.0;710.0;7.38;Casa
Casa en condominio;Lince;4;2;1;254;4500.0;320.0;100.0;17.72;Casa
Casa en condominio;Ate;4;4;4;330;7500.0;510.0;6000.0;22.73;Casa
Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0;22.44;Casa
Casa en condominio;Villa María del Triunfo;5;3;2;430;4000.0;950.0;250.0;9.3;Casa
Casa en condominio;Ate;4;4;2;660;30000.0;1050.0;1300.0;45.45;Casa
Casa en condominio;Villa El Salvador;4;2;2;400;3500.0;75000.0;;8.75;Casa
Casa en condominio;El Agustino;3;5;3;250;3000.0;200.0;180.0;12.0;Casa
Casa en condominio;Ate;4;8;4;751;18000.0;2334.0;2404.0;23.97;Casa
Casa en condominio;Ate;4;4;4;300;10000.0;700.0;5500.0;33.33;Casa
Casa en condominio;Callao;3;3;1;178;2900.0;900.0;158.0;16.29;Casa
Casa en condominio;Ate;4;3;1;320;10000.0;1500.0;10000.0;31.25;Casa
Casa en condominio;Mi Perú;3;2;1;308;3500.0;700.0;280.0;11.36;Casa
Casa en condominio;San Luis;6;6;5;722;5000.0;380.0;700.0;6.93;Casa
Casa en condominio;Ate;4;3;4;263;7000.0;700.0;518.0;26.62;Casa
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0;20.0;Casa
Casa en condominio;Ate;5;9;4;679;16000.0;3049.0;2743.0;23.56;Casa
Casa en condominio;Ate;4;4;4;400;10000.0;2100.0;1400.0;25.0;Casa
Casa en condominio;Jesús María;4;3;4;280;5000.0;750.0;200.0;17.86;Casa
Casa en condominio;Ate;5;5;5;900;17500.0;2600.0;;19.44;Casa
Casa en condominio;Jesús María;4;2;3;147;4500.0;1195.0;1000.0;30.61;Casa
Casa en condominio;Ate;4;5;4;500;11800.0;1550.0;1501.0;23.6;Casa
Casa en condominio;Jesús María;3;2;1;165;2000.0;980.0;153.0;12.12;Casa
Casa en condominio;Ate;6;0;5;950;30000.0;1200.0;15000.0;31.58;Casa
Casa en condominio;Ate;6;4;4;1000;15000.0;2600.0;;15.0;Casa
Casa en condominio;Punta Hermosa;3;4;3;523;15000.0;3968.0;1013.0;28.68;Casa
Casa en condominio;Jesús María;4;0;2;400;10000.0;1400.0;1500.0;25.0;Casa
Casa en condominio;Ate;6;4;4;622;10000.0;;;16.08;Casa
Casa en condominio;San Luis;3;3;1;280;5000.0;865.0;1100.0;17.86;Casa
Casa en condominio;San Luis;2;0;0;50;2200.0;70.0;20.0;44.0;Casa
Casa en condominio;Callao;3;2;3;180;3500.0;600.0;;19.44;Casa
Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1177.0;22.22;Casa
Casa en condominio;Ate;4;5;4;900;20000.0;1500.0;;22.22;Casa
Casa en condominio;Villa El Salvador;3;3;1;180;2200.0;400.0;1.0;12.22;Casa
Casa en condominio;Jesús María;3;3;3;320;7900.0;949.0;2560.0;24.69;Casa
Casa en condominio;Jesús María;4;2;4;168;4000.0;1161.0;;23.81;Casa
Casa en condominio;Callao;3;2;3;180;3500.0;600.0;;19.44;Casa
Casa en condominio;Ate;3;3;1;325;6500.0;1172.0;575.0;20.0;Casa
Casa en condominio;Ate;5;6;4;600;11000.0;1680.0;1700.0;18.33;Casa
Casa en condominio;Ate;4;3;4;270;11000.0;700.0;550.0;40.74;Casa
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;;20.0;Casa
Casa en condominio;Ate;4;4;4;400;16000.0;1300.0;590.0;40.0;Casa
Casa en condominio;Jesús María;5;2;5;236;3700.0;730.0;;15.68;Casa
Casa en condominio;Lince;2;1;0;85;1000.0;;;11.76;Casa
Casa en condominio;Barranco;4;2;2;300;7500.0;1300.0;802.0;25.0;Casa
Casa en condominio;Villa María del Triunfo;4;2;4;230;3450.0;390.0;160.0;15.0;Casa
Casa en condominio;Jesús María;4;4;4;300;9000.0;600.0;3000.0;30.0;Casa
Casa en condominio;Punta Hermosa;4;2;1;320;5500.0;2260.0;38.0;17.19;Casa
Casa en condominio;Lince;2;1;2;80;1500.0;490.0;;18.75;Casa
Casa en condominio;Jesús María;4;2;4;198;4500.0;1161.0;;22.73;Casa
Casa en condominio;Callao;3;4;1;310;3500.0;20.0;280.0;11.29;Casa
Casa en condominio;Santa Anita;3;1;2;114;1700.0;50.0;;14.91;Casa
Casa en condominio;Callao;3;2;1;123;3500.0;550.0;160.0;28.46;Casa
Casa en condominio;Ate;5;4;5;680;20000.0;2000.0;;29.41;Casa
Casa en condominio;San Luis;3;1;1;90;1600.0;250.0;;17.78;Casa
Casa en condominio;Ancón;2;1;0;63;900.0;;;14.29;Casa
Casa en condominio;Callao;3;2;3;160;3000.0;900.0;198.0;18.75;Casa
Casa en condominio;Ate;4;5;2;410;10000.0;1100.0;850.0;24.39;Casa
Casa en condominio;Jesús María;3;0;3;280;10000.0;1200.0;6000.0;35.71;Casa
Casa en condominio;Ancón;2;3;1;120;1500.0;50.0;2.0;12.5;Casa
Casa en condominio;San Luis;3;0;1;800;10000.0;150.0;2400.0;12.5;Casa
Casa en condominio;Jesús María;5;3;5;300;6000.0;500.0;;20.0;Casa
Casa en condominio;Callao;3;1;2;130;2000.0;240.0;60.0;15.38;Casa
Casa en condominio;Ate;4;2;4;500;9500.0;2100.0;1357.0;19.0;Casa
Casa en condominio;Ancón;3;1;0;100;1500.0;;;15.0;Casa
Casa en condominio;San Luis;3;2;1;112;1900.0;325.0;1189.0;16.96;Casa
Casa en condominio;Ate;4;4;4;280;10000.0;1000.0;529.0;35.71;Casa
Casa en condominio;San Luis;4;1;0;110;1750.0;550.0;993.0;15.91;Casa
Casa en condominio;Ate;5;3;5;900;20000.0;1308.0;1601.0;22.22;Casa
Casa en condominio;Lince;3;0;1;170;2500.0;325.0;170.0;14.71;Casa
Casa en condominio;La Punta;2;0;1;68;1500.0;360.0;40.0;22.06;Casa
Casa en condominio;Ate;4;4;3;650;15000.0;1750.0;850.0;23.08;Casa
Casa en condominio;Ate;4;4;2;700;15000.0;1600.0;;21.43;Casa
Casa en condominio;Ate;6;6;6;640;20000.0;1600.0;;31.25;Casa
Casa en condominio;Ate;4;3;4;300;7000.0;707.0;568.0;23.33;Casa
Casa en condominio;Ate;5;4;4;320;10000.0;850.0;4000.0;31.25;Casa
Casa en condominio;Lince;2;1;2;70;1300.0;350.0;;18.57;Casa
Casa en condominio;Ate;5;4;5;700;12000.0;1820.0;;17.14;Casa
Casa en condominio;Jesús María;4;2;2;278;7500.0;1560.0;414.0;26.98;Casa
Casa en condominio;Ancón;2;1;2;75;1700.0;;;22.67;Casa
Casa en condominio;Ate;5;8;2;472;9000.0;800.0;1050.0;19.07;Casa
Casa en condominio;Ate;5;0;5;900;15000.0;2000.0;1800.0;16.67;Casa
Casa en condominio;Jesús María;7;6;6;800;16000.0;1200.0;13000.0;20.0;Casa
Casa en condominio;Ate;3;3;1;180;3000.0;700.0;;16.67;Casa
Casa en condominio;Ate;5;5;5;566;20000.0;1308.0;;35.34;Casa
Casa en condominio;Ate;5;0;3;600;10000.0;2200.0;15000.0;16.67;Casa
Casa en condominio;Ate;4;4;2;450;6000.0;2400.0;1600.0;13.33;Casa
Casa en condominio;Jesús María;5;3;4;492;5800.0;1000.0;850.0;11.79;Casa
Casa en condominio;Jesús María;5;4;5;800;15000.0;1700.0;1300.0;18.75;Casa
Casa en condominio;Ate;4;6;3;370;10500.0;950.0;;28.38;Casa
Casa en condominio;Callao;2;1;2;60;1100.0;450.0;;18.33;Casa
Casa en condominio;Ate;6;5;6;370;9000.0;580.0;680.0;24.32;Casa
Casa en condominio;Villa María del Triunfo;2;2;1;100;2100.0;365.0;70.0;21.0;Casa
Casa en condominio;La Punta;3;2;0;136;2200.0;532.0;;16.18;Casa
Casa en condominio;Villa El Salvador;2;0;0;70;1500.0;;;21.43;Casa
Casa en condominio;San Luis;3;1;0;200;2000.0;130.0;480.0;10.0;Casa
Casa en condominio;Ate;5;6;2;703;15000.0;;;21.34;Casa
Casa en condominio;Callao;4;4;3;480;7000.0;600.0;2500.0;14.58;Casa
Casa en condominio;Ate;5;4;3;622;10000.0;1380.0;1486.0;16.08;Casa
Casa en condominio;Ate;7;6;6;850;25000.0;2200.0;25000.0;29.41;Casa
Casa en condominio;Ate;5;2;5;810;26000.0;1550.0;3256.0;32.1;Casa
Casa en condominio;Villa María del Triunfo;3;2;3;260;5000.0;350.0;150.0;19.23;Casa
Casa en condominio;Comas;1;1;0;70;1000.0;150.0;13.0;14.29;Casa
Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0;23.08;Casa
Casa en condominio;Ancón;2;0;0;92;750.0;;;8.15;Casa
Casa en condominio;Jesús María;3;2;2;200;3000.0;;;15.0;Casa
Casa en condominio;Jesús María;6;4;5;650;10000.0;1134.0;1487.0;15.38;Casa
Casa en condominio;San Luis;2;1;1;110;2000.0;504.0;;18.18;Casa
Casa en condominio;Ate;3;2;3;349;8000.0;850.0;583.0;22.92;Casa
Casa en condominio;Ate;4;4;0;800;15000.0;2000.0;;18.75;Casa
Casa en condominio;La Punta;1;0;0;72;1200.0;100.0;;16.67;Casa
Casa en condominio;Ate;4;2;2;385;6500.0;1150.0;800.0;16.88;Casa
Casa en condominio;Villa María del Triunfo;4;4;2;300;4000.0;600.0;;13.33;Casa
Casa en condominio;Ancón;3;2;1;130;1800.0;;;13.85;Casa
Casa en condominio;Pucusana;6;3;5;690;15000.0;1500.0;1250.0;21.74;Casa
Casa en condominio;Ate;7;4;5;622;10000.0;1380.0;1486.0;16.08;Casa
Casa en condominio;Jesús María;5;2;4;197;4000.0;960.0;353.0;20.3;Casa
Casa en condominio;Ate;5;5;3;681;20000.0;1900.0;18000.0;29.37;Casa
Casa en condominio;Lince;2;0;2;100;2200.0;420.0;;22.0;Casa
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0;50.0;Casa
Casa en condominio;Callao;3;3;3;128;3800.0;460.0;1500.0;29.69;Casa
Casa en condominio;Jesús María;4;2;2;260;5800.0;1000.0;;22.31;Casa
Casa en condominio;Ate;5;6;5;1200;32000.0;2134.0;17480.0;26.67;Casa
Casa en condominio;Villa El Salvador;3;3;1;115;2250.0;880.0;120.0;19.57;Casa
Casa en condominio;Ate;3;2;3;450;8500.0;850.0;5863.0;18.89;Casa
Casa en condominio;Callao;3;2;1;143;2600.0;725.0;171.0;18.18;Casa
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0;20.0;Casa
Casa en condominio;Ate;4;4;3;622;10000.0;1380.0;1486.0;16.08;Casa
Casa en condominio;Ate;4;4;3;431;8500.0;2134.0;1471.0;19.72;Casa
Casa en condominio;Ate;4;4;4;2070;22000.0;1000.0;32300.0;10.63;Casa
Casa en condominio;Jesús María;3;2;1;250;4000.0;1450.0;1600.0;16.0;Casa
Casa en condominio;Jesús María;4;4;2;480;11000.0;1000.0;680.0;22.92;Casa
Casa en condominio;Ate;4;9;4;680;16000.0;3118.0;2743.0;23.53;Casa
Casa en condominio;Pucusana;5;2;2;500;15000.0;1630.0;1300.0;30.0;Casa
Casa en condominio;Ate;5;10;4;1000;20000.0;5000.0;2000.0;20.0;Casa
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0;20.0;Casa
Casa en condominio;Punta Hermosa;4;2;1;240;6500.0;2200.0;3400.0;27.08;Casa
Casa en condominio;Jesús María;5;2;5;400;8500.0;1000.0;480.0;21.25;Casa
Casa en condominio;Ate;5;3;5;350;13000.0;710.0;630.0;37.14;Casa
Casa en condominio;Jesús María;4;3;3;350;7500.0;900.0;;21.43;Casa
Casa en condominio;Ate;4;3;3;370;9500.0;2333.0;1420.0;25.68;Casa
Casa en condominio;San Luis;3;2;1;130;2300.0;567.0;;17.69;Casa
Casa en condominio;Ate;4;0;2;288;12000.0;510.0;4910.0;41.67;Casa
Casa en condominio;Ate;5;2;2;400;14000.0;2500.0;;35.0;Casa
Casa en condominio;Lurín;5;0;2;250;15000.0;;;60.0;Casa
Casa en condominio;Ate;4;2;4;595;30000.0;2500.0;2510.0;50.42;Casa
Casa en condominio;Jesús María;4;1;1;439;8500.0;1350.0;914.0;19.36;Casa
Casa en condominio;Jesús María;5;0;4;450;12000.0;1420.0;12524.0;26.67;Casa
Casa en condominio;Ate;4;4;4;622;10000.0;1380.0;1486.0;16.08;Casa
Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0;17.14;Casa
Casa en condominio;Ate;5;5;5;617;13000.0;1450.0;1641.0;21.07;Casa
Casa en condominio;San Luis;3;1;0;92;1900.0;700.0;700.0;20.65;Casa
Casa en condominio;Callao;3;3;1;213;2700.0;510.0;221.0;12.68;Casa
Casa en condominio;Ate;4;4;4;610;16500.0;1000.0;16964.0;27.05;Casa
Casa en condominio;Ate;4;2;4;550;16000.0;2100.0;2000.0;29.09;Casa
Casa en condominio;Ate;7;6;6;1350;30000.0;;;22.22;Casa
Casa en condominio;Jesús María;4;3;4;270;6000.0;850.0;600.0;22.22;Casa
Casa en condominio;La Punta;2;1;1;70;1350.0;360.0;325.0;19.29;Casa
Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0;19.39;Casa
Casa en condominio;Punta Hermosa;4;1;2;242;7500.0;2400.0;4320.0;30.99;Casa
Casa en condominio;Ate;5;0;4;100;12000.0;1807.0;2136.0;120.0;Casa
Casa en condominio;Ate;7;10;7;1400;25000.0;2000.0;;17.86;Casa
Casa en condominio;Ate;5;6;5;700;18000.0;1900.0;1850.0;25.71;Casa
Casa en condominio;Ate;5;4;5;800;12000.0;1100.0;;15.0;Casa
Casa en condominio;Punta Hermosa;5;2;1;307;6500.0;2400.0;257.0;21.17;Casa
Casa en condominio;Comas;2;0;2;90;4000.0;1000.0;200.0;44.44;Casa
Casa en condominio;Ate;4;6;4;900;17000.0;1200.0;22000.0;18.89;Casa
Casa en condominio;Ate;5;4;5;674;27000.0;2100.0;19369.0;40.06;Casa
Casa en condominio;Ate;5;2;5;758;25000.0;1510.0;20500.0;32.98;Casa
Casa en condominio;Callao;4;4;1;167;2750.0;990.0;177.0;16.47;Casa
Casa en condominio;El Agustino;1;0;0;35;750.0;;;21.43;Casa
Casa en condominio;Lince;2;1;2;85;1000.0;;;11.76;Casa
Casa en condominio;Rímac;4;4;4;732;15000.0;3473.0;;20.49;Casa
Casa en condominio;Ate;4;5;4;870;12800.0;1920.0;1399.0;14.71;Casa
Casa en condominio;Ate;7;8;7;1450;30000.0;1500.0;2800.0;20.69;Casa
Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;;21.67;Casa
Casa en condominio;Jesús María;4;2;3;226;3900.0;1547.0;423.0;17.26;Casa
Casa en condominio;La Perla;5;4;1;705;10000.0;1000.0;1700.0;14.18;Casa
Casa en condominio;Ate;4;3;4;350;7000.0;7068.0;5266.0;20.0;Casa
Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0;16.43;Casa
Casa en condominio;Ate;3;4;3;600;16000.0;2200.0;1200.0;26.67;Casa
Casa en condominio;Punta Hermosa;4;4;4;1200;24500.0;1600.0;3498.0;20.42;Casa
Casa en condominio;Villa María del Triunfo;4;2;3;380;3491.0;650.0;;9.19;Casa
Casa en condominio;Ate;4;3;2;440;8100.0;900.0;600.0;18.41;Casa
Casa en condominio;Ate;4;2;3;407;9000.0;1100.0;874.0;22.11;Casa
Casa en condominio;Jesús María;5;4;4;900;10000.0;1380.0;2200.0;11.11;Casa
Casa en condominio;Lince;2;2;0;141;1550.0;120.0;61.0;10.99;Casa
Casa en condominio;Jesús María;4;3;4;250;10000.0;2000.0;345.0;40.0;Casa
Casa en condominio;San Luis;4;0;4;300;6000.0;690.0;;20.0;Casa
Casa en condominio;Ate;4;3;1;350;7500.0;970.0;635.0;21.43;Casa
Casa en condominio;Ate;4;4;3;622;10000.0;1390.0;1514.0;16.08;Casa
Casa en condominio;Mi Perú;4;3;1;510;7000.0;830.0;480.0;13.73;Casa
Casa en condominio;Punta Hermosa;4;2;1;240;5500.0;2200.0;3400.0;22.92;Casa
Casa en condominio;Carmen de La Legua;3;2;1;180;3750.0;750.0;139.0;20.83;Casa
Casa en condominio;Ate;3;6;3;600;25000.0;;;41.67;Casa
Casa en condominio;Ate;1;0;0;30;560.0;90.0;10.0;18.67;Casa
Casa en condominio;Ancón;2;0;0;80;900.0;50.0;120.0;11.25;Casa
Casa en condominio;Callao;4;3;2;380;5400.0;390.0;;14.21;Casa
Casa en condominio;Ate;5;4;4;700;7500.0;1800.0;16000.0;10.71;Casa
Casa en condominio;Villa María del Triunfo;3;1;2;130;1950.0;330.0;;15.0;Casa
Casa en condominio;Ate;5;6;5;772;20000.0;1400.0;;25.91;Casa
Casa en condominio;Ate;5;7;4;550;12000.0;1985.0;1300.0;21.82;Casa
Casa en condominio;Jesús María;3;4;1;210;6500.0;1670.0;707.0;30.95;Casa
Casa en condominio;Ate;4;2;2;330;10009.0;820.0;;30.33;Casa
Casa en condominio;Callao;3;3;2;165;3200.0;150.0;760.0;19.39;Casa
Casa en condominio;Ate;6;3;4;600;13000.0;800.0;1600.0;21.67;Casa
Casa en condominio;Ate;6;6;6;1621;13500.0;1250.0;1800.0;8.33;Casa
Casa en condominio;Ate;5;6;5;900;20000.0;3300.0;11000.0;22.22;Casa
Casa en condominio;Ate;4;3;4;585;17500.0;1850.0;1200.0;29.91;Casa
Casa en condominio;Ate;5;4;5;788;18000.0;2200.0;20000.0;22.84;Casa
Casa en condominio;Jesús María;4;5;1;350;6000.0;826.0;210.0;17.14;Casa
Casa en condominio;Jesús María;4;2;4;240;5000.0;975.0;400.0;20.83;Casa
Casa en condominio;Ate;4;2;2;450;6990.0;1140.0;200.0;15.53;Casa
Casa en condominio;La Punta;5;2;0;300;3200.0;50.0;150.0;10.67;Casa
Casa en condominio;Ate;4;0;4;815;27000.0;2700.0;12000.0;33.13;Casa
Casa en condominio;Ate;4;4;2;300;6500.0;1145.0;786.0;21.67;Casa
Casa en condominio;Ate;5;6;4;1000;15000.0;2500.0;;15.0;Casa
Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0;23.53;Casa
Casa en condominio;Ate;4;3;3;622;9500.0;1380.0;1486.0;15.27;Casa
Casa en condominio;Villa María del Triunfo;4;2;4;250;4000.0;375.0;130.0;16.0;Casa
Casa en condominio;Ate;4;9;4;943;29000.0;3000.0;2678.0;30.75;Casa
Casa en condominio;Ate;4;5;3;650;14990.0;1750.0;850.0;23.06;Casa
Casa en condominio;Ate;4;3;1;800;7009.0;;;8.76;Casa
Casa en condominio;Jesús María;4;2;2;190;4500.0;880.0;550.0;23.68;Casa
Casa en condominio;Jesús María;4;4;3;492;5800.0;1000.0;1100.0;11.79;Casa
Casa en condominio;Jesús María;5;4;3;450;9800.0;800.0;;21.78;Casa
Casa en condominio;Jesús María;5;3;4;280;10000.0;;;35.71;Casa
Casa en condominio;Ate;4;7;4;650;16000.0;1750.0;850.0;24.62;Casa
Casa en condominio;San Luis;2;1;0;71;1700.0;654.0;;23.94;Casa
Casa en condominio;Ate;4;4;4;700;30000.0;1600.0;1500.0;42.86;Casa
Casa en condominio;Ate;4;3;3;600;17000.0;1400.0;1000.0;28.33;Casa
Casa en condominio;Callao;4;5;1;282;3900.0;450.0;250.0;13.83;Casa
Casa en condominio;Ate;6;3;6;1100;20000.0;2300.0;2400.0;18.18;Casa
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0;50.0;Casa
Casa en condominio;Jesús María;4;2;4;475;10000.0;2700.0;300.0;21.05;Casa
Casa en condominio;Villa El Salvador;4;4;2;380;4800.0;510.0;220.0;12.63;Casa
Casa en condominio;Villa María del Triunfo;3;2;1;200;3000.0;350.0;50.0;15.0;Casa
Casa en condominio;Jesús María;4;2;3;360;15000.0;;672.0;41.67;Casa
Casa en condominio;Punta Hermosa;4;2;3;450;28000.0;1600.0;1400.0;62.22;Casa
Casa en condominio;Ate;5;1;2;250;7000.0;1600.0;530.0;28.0;Casa
Casa en condominio;Ate;5;2;5;679;20000.0;1800.0;1687.0;29.46;Casa
Casa en condominio;Jesús María;4;2;2;220;6500.0;1363.0;3094.0;29.55;Casa
Casa en condominio;Ate;4;1;4;350;10000.0;1300.0;940.0;28.57;Casa
Casa en condominio;Ate;5;0;5;1200;13000.0;1600.0;;10.83;Casa
Casa en condominio;Jesús María;6;3;5;636;24000.0;1900.0;1900.0;37.74;Casa
Casa en condominio;Ate;4;7;4;560;15000.0;2300.0;1709.0;26.79;Casa
Casa en condominio;Jesús María;5;3;5;350;6000.0;490.0;296.0;17.14;Casa
Casa en condominio;Jesús María;4;2;4;258;7000.0;730.0;;27.13;Casa
Casa en condominio;Callao;4;2;1;120;1800.0;195.0;30.0;15.0;Casa
Casa en condominio;Ate;5;2;2;320;9000.0;1600.0;610.0;28.12;Casa
Casa en condominio;Ate;4;4;1;311;7500.0;970.0;686.0;24.12;Casa
Casa en condominio;Ate;5;2;5;360;15000.0;700.0;905.0;41.67;Casa
Casa en condominio;Jesús María;5;5;5;480;6500.0;1000.0;1500.0;13.54;Casa
Casa en condominio;Ate;6;4;4;824;12000.0;2162.0;;14.56;Casa
Casa en condominio;Punta Hermosa;4;4;2;500;12000.0;;879.0;24.0;Casa
Casa en condominio;Jesús María;5;3;3;500;15000.0;1400.0;800.0;30.0;Casa
Casa en condominio;Ate;7;10;5;773;15000.0;2900.0;2000.0;19.4;Casa
Casa en condominio;Ate;5;6;5;646;13000.0;1400.0;1643.0;20.12;Casa
Casa en condominio;Villa El Salvador;2;1;0;70;1800.0;320.0;;25.71;Casa
Casa en condominio;La Molina;5;3;3;494;5000.0;380.0;2748.0;10.12;Casa
Casa en condominio;Ate;4;2;1;519;6500.0;1100.0;1096.0;12.52;Casa
Casa en condominio;Jesús María;4;4;2;600;30000.0;1100.0;13999.0;50.0;Casa
Casa en condominio;Ate;4;0;4;869;24000.0;2214.0;2376.0;27.62;Casa
Casa en condominio;Jesús María;3;3;3;138;4000.0;750.0;250.0;28.99;Casa
Casa en condominio;Ate;4;5;4;900;10000.0;2500.0;2200.0;11.11;Casa
Casa en condominio;Ate;5;0;2;800;12000.0;1400.0;2000.0;15.0;Casa
Casa en condominio;Ventanilla;2;0;0;50;2100.0;30.0;21.0;42.0;Casa
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;350.0;24.29;Casa
Casa en condominio;Ate;4;1;2;247;8000.0;1500.0;680.0;32.39;Casa
Casa en condominio;La Perla;5;5;3;705;10000.0;980.0;1490.0;14.18;Casa
Casa en condominio;Punta Hermosa;5;4;5;500;10000.0;2646.0;1537.0;20.0;Casa
Casa en condominio;Ate;4;4;4;825;25000.0;2962.0;275.0;30.3;Casa
Casa en condominio;Chaclacayo;3;3;0;179;2400.0;330.0;20.0;13.41;Casa
Casa en condominio;Lince;2;1;0;130;2500.0;;;19.23;Casa
Casa en condominio;Jesús María;4;3;4;500;15000.0;1572.0;600.0;30.0;Casa
Casa en condominio;Ate;6;4;5;788;18000.0;2200.0;20000.0;22.84;Casa
Casa en condominio;Ate;4;2;4;675;30000.0;1800.0;1400.0;44.44;Casa
Casa en condominio;Ate;2;5;1;970;6000.0;650.0;500.0;6.19;Casa
Casa en condominio;Callao;4;2;1;132;2700.0;1000.0;100.0;20.45;Casa
Casa en condominio;Villa El Salvador;3;0;3;265;4500.0;570.0;;16.98;Casa
